epoch,date,hours,imperial,i-unit,metric,m-unit
1639576802,2021-12-15,08:52,30.23,in,1024,hPa
1639578602,2021-12-15,09:22,30.20,in,1023,hPa
1639580402,2021-12-15,09:52,30.20,in,1023,hPa
1639582201,2021-12-15,10:22,30.20,in,1023,hPa
1639584001,2021-12-15,10:52,30.20,in,1023,hPa
1639585802,2021-12-15,11:22,30.20,in,1023,hPa
1639587602,2021-12-15,11:53,30.20,in,1023,hPa
1639589402,2021-12-15,12:23,30.17,in,1022,hPa
1639591201,2021-12-15,12:53,30.17,in,1022,hPa
1639593002,2021-12-15,13:23,30.15,in,1021,hPa
1639594801,2021-12-15,13:54,30.15,in,1021,hPa
1639596601,2021-12-15,14:24,30.12,in,1020,hPa
1639598402,2021-12-15,14:54,30.12,in,1020,hPa
1639600202,2021-12-15,15:24,30.12,in,1020,hPa
1639602002,2021-12-15,15:55,30.12,in,1020,hPa
1639603802,2021-12-15,16:25,30.09,in,1019,hPa
1639605601,2021-12-15,16:55,30.09,in,1019,hPa
1639395028,2021-12-13,06:27,30.26,in,1025,hPa
1639607402,2021-12-15,17:25,30.09,in,1019,hPa
1639609202,2021-12-15,17:55,30.09,in,1019,hPa
1639611002,2021-12-15,18:25,30.09,in,1019,hPa
1639612802,2021-12-15,18:56,30.09,in,1019,hPa
1639614602,2021-12-15,19:26,30.09,in,1019,hPa
1639616402,2021-12-15,19:56,30.09,in,1019,hPa
1639618202,2021-12-15,20:26,30.06,in,1018,hPa
1639620001,2021-12-15,20:56,30.06,in,1018,hPa
1639621801,2021-12-15,21:27,30.06,in,1018,hPa
1639623601,2021-12-15,21:57,30.03,in,1017,hPa
1639625401,2021-12-15,22:27,30.00,in,1016,hPa
1639627202,2021-12-15,22:57,30.03,in,1017,hPa
1639629002,2021-12-15,23:27,30.00,in,1016,hPa
1639630802,2021-12-15,23:57,30.00,in,1016,hPa
1639632602,2021-12-16,00:28,30.00,in,1016,hPa
1639634401,2021-12-16,00:58,29.97,in,1015,hPa
1639636202,2021-12-16,01:28,29.97,in,1015,hPa
1639638001,2021-12-16,01:58,29.97,in,1015,hPa
1639639801,2021-12-16,02:28,29.97,in,1015,hPa
1639641602,2021-12-16,02:59,29.97,in,1015,hPa
1639643402,2021-12-16,03:29,29.97,in,1015,hPa
1639645202,2021-12-16,03:59,29.97,in,1015,hPa
1639647001,2021-12-16,04:29,29.97,in,1015,hPa
1639648801,2021-12-16,04:49,29.97,in,1015,hPa
1639648828,2021-12-16,05:00,29.97,in,1015,hPa
1639650602,2021-12-16,05:20,29.94,in,1014,hPa
1639650629,2021-12-16,05:30,29.94,in,1014,hPa
1639652402,2021-12-16,05:50,29.94,in,1014,hPa
1639652430,2021-12-16,06:00,29.94,in,1014,hPa
1639654202,2021-12-16,06:20,29.94,in,1014,hPa
1639654228,2021-12-16,06:30,29.94,in,1014,hPa
1639656002,2021-12-16,06:50,29.94,in,1014,hPa
1639656029,2021-12-16,07:00,29.94,in,1014,hPa
1639657802,2021-12-16,07:20,29.94,in,1014,hPa
1639657828,2021-12-16,07:30,29.94,in,1014,hPa
1639659602,2021-12-16,07:50,29.94,in,1014,hPa
1639659631,2021-12-16,08:00,29.94,in,1014,hPa
1639661402,2021-12-16,08:21,29.94,in,1014,hPa
1639663201,2021-12-16,08:51,29.94,in,1014,hPa
1639665002,2021-12-16,09:21,29.94,in,1014,hPa
1639666802,2021-12-16,09:51,29.91,in,1013,hPa
1639668602,2021-12-16,10:21,29.91,in,1013,hPa
1639670402,2021-12-16,10:51,29.91,in,1013,hPa
1639672201,2021-12-16,11:21,29.94,in,1014,hPa
1639674002,2021-12-16,11:51,29.91,in,1013,hPa
1639675802,2021-12-16,12:22,29.91,in,1013,hPa
1639677602,2021-12-16,12:52,29.91,in,1013,hPa
1639679401,2021-12-16,13:22,29.88,in,1012,hPa
1639681202,2021-12-16,13:52,29.88,in,1012,hPa
1639683002,2021-12-16,14:23,29.91,in,1013,hPa
1639684802,2021-12-16,14:53,29.91,in,1013,hPa
1639686602,2021-12-16,15:23,29.91,in,1013,hPa
1639688402,2021-12-16,15:53,29.94,in,1014,hPa
1639690201,2021-12-16,16:24,29.97,in,1015,hPa
1639692002,2021-12-16,16:54,29.97,in,1015,hPa
1639693801,2021-12-16,17:24,29.97,in,1015,hPa
1639695602,2021-12-16,17:54,30.00,in,1016,hPa
1639697402,2021-12-16,18:24,30.00,in,1016,hPa
1639699202,2021-12-16,18:55,30.00,in,1016,hPa
1639701002,2021-12-16,19:25,30.03,in,1017,hPa
1639702802,2021-12-16,19:55,30.03,in,1017,hPa
1639704602,2021-12-16,20:25,30.06,in,1018,hPa
1639706401,2021-12-16,20:55,30.06,in,1018,hPa
1639708202,2021-12-16,21:26,30.09,in,1019,hPa
1639710002,2021-12-16,21:56,30.09,in,1019,hPa
1639711802,2021-12-16,22:26,30.12,in,1020,hPa
1639713601,2021-12-16,22:56,30.12,in,1020,hPa
1639715401,2021-12-16,23:27,30.15,in,1021,hPa
1639717201,2021-12-16,23:57,30.15,in,1021,hPa
1639719001,2021-12-17,00:27,30.15,in,1021,hPa
1639720802,2021-12-17,00:58,30.15,in,1021,hPa
1639722602,2021-12-17,01:28,30.15,in,1021,hPa
1639724402,2021-12-17,01:58,30.15,in,1021,hPa
1639726201,2021-12-17,02:28,30.17,in,1022,hPa
1639728002,2021-12-17,02:58,30.17,in,1022,hPa
1639729802,2021-12-17,03:29,30.17,in,1022,hPa
1639731602,2021-12-17,03:59,30.17,in,1022,hPa
1639733402,2021-12-17,04:29,30.17,in,1022,hPa
1639735201,2021-12-17,04:50,30.17,in,1022,hPa
1639735228,2021-12-17,05:00,30.17,in,1022,hPa
1639737002,2021-12-17,05:20,30.17,in,1022,hPa
1639737028,2021-12-17,05:30,30.17,in,1022,hPa
1639738802,2021-12-17,05:50,30.17,in,1022,hPa
1639738829,2021-12-17,06:00,30.17,in,1022,hPa
1639740602,2021-12-17,06:21,30.17,in,1022,hPa
1639742402,2021-12-17,06:51,30.20,in,1023,hPa
1639744201,2021-12-17,07:21,30.20,in,1023,hPa
1639746002,2021-12-17,07:52,30.20,in,1023,hPa
1639747802,2021-12-17,08:22,30.23,in,1024,hPa
1639749602,2021-12-17,08:52,30.23,in,1024,hPa
1639751401,2021-12-17,09:22,30.26,in,1025,hPa
1639753201,2021-12-17,09:52,30.26,in,1025,hPa
1639755001,2021-12-17,10:22,30.23,in,1024,hPa
1639756802,2021-12-17,10:53,30.23,in,1024,hPa
1639758601,2021-12-17,11:23,30.26,in,1025,hPa
1639760401,2021-12-17,11:53,30.23,in,1024,hPa
1639762201,2021-12-17,12:23,30.23,in,1024,hPa
1639764002,2021-12-17,12:53,30.20,in,1023,hPa
1639765801,2021-12-17,13:24,30.20,in,1023,hPa
1639767601,2021-12-17,13:54,30.20,in,1023,hPa
1639769402,2021-12-17,14:24,30.17,in,1022,hPa
1639548032,2021-12-15,00:59,30.29,in,1026,hPa
1639771202,2021-12-17,14:54,30.17,in,1022,hPa
1639773002,2021-12-17,15:25,30.15,in,1021,hPa
1639774802,2021-12-17,15:55,30.15,in,1021,hPa
1639776601,2021-12-17,16:25,30.15,in,1021,hPa
1639778402,2021-12-17,16:56,30.15,in,1021,hPa
1639551630,2021-12-15,01:59,30.26,in,1025,hPa
1639780201,2021-12-17,17:26,30.17,in,1022,hPa
1639782002,2021-12-17,17:56,30.15,in,1021,hPa
1639783802,2021-12-17,18:26,30.17,in,1022,hPa
1639785601,2021-12-17,18:56,30.15,in,1021,hPa
1639787402,2021-12-17,19:26,30.17,in,1022,hPa
1639789202,2021-12-17,19:56,30.15,in,1021,hPa
1639791001,2021-12-17,20:26,30.12,in,1020,hPa
1639792802,2021-12-17,20:57,30.12,in,1020,hPa
1639794601,2021-12-17,21:27,30.09,in,1019,hPa
1639796402,2021-12-17,21:58,30.09,in,1019,hPa
1639798202,2021-12-17,22:28,30.09,in,1019,hPa
1639800002,2021-12-17,22:58,30.06,in,1018,hPa
1639801802,2021-12-17,23:28,30.06,in,1018,hPa
1639803602,2021-12-17,23:59,30.03,in,1017,hPa
1639805402,2021-12-18,00:29,30.03,in,1017,hPa
1639807202,2021-12-18,00:59,30.03,in,1017,hPa
1639809002,2021-12-18,01:19,30.03,in,1017,hPa
1639809028,2021-12-18,01:30,30.03,in,1017,hPa
1639810801,2021-12-18,01:50,30.03,in,1017,hPa
1639810828,2021-12-18,02:00,30.00,in,1016,hPa
1639812602,2021-12-18,02:20,30.00,in,1016,hPa
1639812628,2021-12-18,02:30,30.00,in,1016,hPa
1639814401,2021-12-18,02:51,30.00,in,1016,hPa
1639816201,2021-12-18,03:21,30.00,in,1016,hPa
1639818002,2021-12-18,03:51,29.97,in,1015,hPa
1639819801,2021-12-18,04:22,29.97,in,1015,hPa
1639821602,2021-12-18,04:52,29.97,in,1015,hPa
1639823401,2021-12-18,05:22,29.94,in,1014,hPa
1639825201,2021-12-18,05:52,29.94,in,1014,hPa
1639827001,2021-12-18,06:22,29.94,in,1014,hPa
1639828801,2021-12-18,06:53,29.94,in,1014,hPa
1639830602,2021-12-18,07:23,29.91,in,1013,hPa
1639634429,2021-12-16,00:58,29.97,in,1015,hPa
1639832402,2021-12-18,07:53,29.91,in,1013,hPa
1639834201,2021-12-18,08:23,29.88,in,1012,hPa
1639836002,2021-12-18,08:53,29.88,in,1012,hPa
1639837802,2021-12-18,09:23,29.88,in,1012,hPa
1639839602,2021-12-18,09:53,29.88,in,1012,hPa
1639841402,2021-12-18,10:24,29.88,in,1012,hPa
1639843201,2021-12-18,10:54,29.88,in,1012,hPa
1639845001,2021-12-18,11:24,29.85,in,1011,hPa
1639846802,2021-12-18,11:55,29.85,in,1011,hPa
1639848602,2021-12-18,12:25,29.85,in,1011,hPa
1639850402,2021-12-18,12:55,29.85,in,1011,hPa
1639852202,2021-12-18,13:25,29.82,in,1010,hPa
1639854002,2021-12-18,13:55,29.82,in,1010,hPa
1639855802,2021-12-18,14:25,29.82,in,1010,hPa
1639857601,2021-12-18,14:55,29.85,in,1011,hPa
1639859402,2021-12-18,15:26,29.88,in,1012,hPa
1639861202,2021-12-18,15:56,29.91,in,1013,hPa
1639863002,2021-12-18,16:26,29.91,in,1013,hPa
1639864802,2021-12-18,16:56,29.94,in,1014,hPa
1639866602,2021-12-18,17:26,29.97,in,1015,hPa
1639868402,2021-12-18,17:56,30.00,in,1016,hPa
1639870202,2021-12-18,18:27,30.00,in,1016,hPa
1639872002,2021-12-18,18:57,30.03,in,1017,hPa
1639873802,2021-12-18,19:27,30.03,in,1017,hPa
1639875602,2021-12-18,19:57,30.06,in,1018,hPa
1639877402,2021-12-18,20:28,30.09,in,1019,hPa
1639879202,2021-12-18,20:59,30.09,in,1019,hPa
1639881002,2021-12-18,21:29,30.12,in,1020,hPa
1639882802,2021-12-18,21:59,30.12,in,1020,hPa
1639884602,2021-12-18,22:29,30.12,in,1020,hPa
1639886402,2021-12-18,22:50,30.12,in,1020,hPa
1639886429,2021-12-18,23:00,30.12,in,1020,hPa
1639888202,2021-12-18,23:20,30.15,in,1021,hPa
1639888229,2021-12-18,23:30,30.15,in,1021,hPa
1639890001,2021-12-18,23:50,30.15,in,1021,hPa
1639890032,2021-12-19,00:00,30.15,in,1021,hPa
1639891802,2021-12-19,00:21,30.17,in,1022,hPa
1639893602,2021-12-19,00:51,30.17,in,1022,hPa
1639895401,2021-12-19,01:21,30.17,in,1022,hPa
1639897202,2021-12-19,01:52,30.17,in,1022,hPa
1639899002,2021-12-19,02:22,30.17,in,1022,hPa
1639900802,2021-12-19,02:52,30.17,in,1022,hPa
1639902602,2021-12-19,03:22,30.20,in,1023,hPa
1639904402,2021-12-19,03:53,30.20,in,1023,hPa
1639906202,2021-12-19,04:23,30.20,in,1023,hPa
1639908002,2021-12-19,04:53,30.20,in,1023,hPa
1639909802,2021-12-19,05:24,30.20,in,1023,hPa
1639911602,2021-12-19,05:54,30.20,in,1023,hPa
1639913402,2021-12-19,06:24,30.23,in,1024,hPa
1639915202,2021-12-19,06:54,30.23,in,1024,hPa
1639917002,2021-12-19,07:24,30.26,in,1025,hPa
1639918801,2021-12-19,07:54,30.26,in,1025,hPa
1639920601,2021-12-19,08:25,30.26,in,1025,hPa
1639922401,2021-12-19,08:56,30.29,in,1026,hPa
1639924202,2021-12-19,09:26,30.29,in,1026,hPa
1639926002,2021-12-19,09:56,30.29,in,1026,hPa
1639927801,2021-12-19,10:26,30.29,in,1026,hPa
1639929602,2021-12-19,10:56,30.29,in,1026,hPa
1639931402,2021-12-19,11:26,30.32,in,1027,hPa
1639933201,2021-12-19,11:56,30.32,in,1027,hPa
1639935001,2021-12-19,12:26,30.29,in,1026,hPa
1639936801,2021-12-19,12:57,30.26,in,1025,hPa
1639938602,2021-12-19,13:27,30.29,in,1026,hPa
1639940402,2021-12-19,13:57,30.26,in,1025,hPa
1639942201,2021-12-19,14:27,30.26,in,1025,hPa
1639944002,2021-12-19,14:57,30.26,in,1025,hPa
1639945802,2021-12-19,15:27,30.29,in,1026,hPa
1639947602,2021-12-19,15:57,30.29,in,1026,hPa
1639949402,2021-12-19,16:27,30.29,in,1026,hPa
1639951201,2021-12-19,16:58,30.29,in,1026,hPa
1639953002,2021-12-19,17:28,30.29,in,1026,hPa
1639954802,2021-12-19,17:58,30.29,in,1026,hPa
1639956602,2021-12-19,18:28,30.32,in,1027,hPa
1639958402,2021-12-19,18:58,30.32,in,1027,hPa
1639960202,2021-12-19,19:28,30.32,in,1027,hPa
1639962001,2021-12-19,19:58,30.32,in,1027,hPa
1639963801,2021-12-19,20:29,30.32,in,1027,hPa
1639965602,2021-12-19,20:59,30.32,in,1027,hPa
1639967401,2021-12-19,21:29,30.32,in,1027,hPa
1639969202,2021-12-19,21:59,30.32,in,1027,hPa
1639971001,2021-12-19,22:20,30.32,in,1027,hPa
1639971028,2021-12-19,22:30,30.32,in,1027,hPa
1639972802,2021-12-19,22:50,30.29,in,1026,hPa
1639972829,2021-12-19,23:00,30.29,in,1026,hPa
1639974602,2021-12-19,23:20,30.29,in,1026,hPa
1639974628,2021-12-19,23:30,30.29,in,1026,hPa
1639976401,2021-12-19,23:50,30.29,in,1026,hPa
1639976433,2021-12-20,00:00,30.29,in,1026,hPa
1639978201,2021-12-20,00:20,30.29,in,1026,hPa
1639978227,2021-12-20,00:30,30.29,in,1026,hPa
1639980002,2021-12-20,00:50,30.26,in,1025,hPa
1639980037,2021-12-20,01:00,30.26,in,1025,hPa
1639981802,2021-12-20,01:21,30.26,in,1025,hPa
1639983605,2021-12-20,01:51,30.26,in,1025,hPa
1639985401,2021-12-20,02:22,30.26,in,1025,hPa
1639987201,2021-12-20,02:52,30.26,in,1025,hPa
1639989002,2021-12-20,03:23,30.26,in,1025,hPa
1639990801,2021-12-20,03:53,30.26,in,1025,hPa
1639992601,2021-12-20,04:23,30.26,in,1025,hPa
1639994402,2021-12-20,04:53,30.26,in,1025,hPa
1639996202,2021-12-20,05:23,30.26,in,1025,hPa
1639998002,2021-12-20,05:54,30.26,in,1025,hPa
1639999802,2021-12-20,06:24,30.26,in,1025,hPa
1640001602,2021-12-20,06:54,30.26,in,1025,hPa
1640003401,2021-12-20,07:24,30.26,in,1025,hPa
1640005201,2021-12-20,07:55,30.26,in,1025,hPa
1640007002,2021-12-20,08:25,30.26,in,1025,hPa
1640008802,2021-12-20,08:55,30.29,in,1026,hPa
1640010602,2021-12-20,09:26,30.26,in,1025,hPa
1640012401,2021-12-20,09:56,30.26,in,1025,hPa
1640014202,2021-12-20,10:26,30.26,in,1025,hPa
1640016002,2021-12-20,10:56,30.26,in,1025,hPa
1640017802,2021-12-20,11:26,30.26,in,1025,hPa
1640019602,2021-12-20,11:57,30.23,in,1024,hPa
1640021402,2021-12-20,12:27,30.23,in,1024,hPa
1640023202,2021-12-20,12:57,30.20,in,1023,hPa
1640025001,2021-12-20,13:28,30.20,in,1023,hPa
1640026801,2021-12-20,13:58,30.20,in,1023,hPa
1640028602,2021-12-20,14:28,30.17,in,1022,hPa
1640030401,2021-12-20,14:58,30.15,in,1021,hPa
1640032202,2021-12-20,15:29,30.15,in,1021,hPa
1640034001,2021-12-20,15:59,30.15,in,1021,hPa
1640035802,2021-12-20,16:29,30.15,in,1021,hPa
1640037602,2021-12-20,16:59,30.15,in,1021,hPa
1640039401,2021-12-20,17:19,30.15,in,1021,hPa
1640039427,2021-12-20,17:30,30.15,in,1021,hPa
1640041202,2021-12-20,17:50,30.15,in,1021,hPa
1640041230,2021-12-20,18:00,30.15,in,1021,hPa
1640043002,2021-12-20,18:20,30.15,in,1021,hPa
1640043028,2021-12-20,18:30,30.15,in,1021,hPa
1640044802,2021-12-20,18:50,30.15,in,1021,hPa
1640044829,2021-12-20,19:00,30.15,in,1021,hPa
1640046602,2021-12-20,19:21,30.15,in,1021,hPa
1640048402,2021-12-20,19:51,30.15,in,1021,hPa
1640050202,2021-12-20,20:21,30.17,in,1022,hPa
1640052001,2021-12-20,20:51,30.17,in,1022,hPa
1640053802,2021-12-20,21:21,30.15,in,1021,hPa
1640055602,2021-12-20,21:51,30.15,in,1021,hPa
1640057402,2021-12-20,22:21,30.15,in,1021,hPa
1640059202,2021-12-20,22:52,30.15,in,1021,hPa
1640061001,2021-12-20,23:22,30.15,in,1021,hPa
1640062801,2021-12-20,23:52,30.12,in,1020,hPa
1640064601,2021-12-21,00:22,30.12,in,1020,hPa
1640066401,2021-12-21,00:52,30.12,in,1020,hPa
1640068201,2021-12-21,01:23,30.12,in,1020,hPa
1640070002,2021-12-21,01:53,30.12,in,1020,hPa
1640071802,2021-12-21,02:23,30.12,in,1020,hPa
1640073601,2021-12-21,02:53,30.12,in,1020,hPa
1640075401,2021-12-21,03:24,30.12,in,1020,hPa
1640077202,2021-12-21,03:54,30.09,in,1019,hPa
1640079002,2021-12-21,04:24,30.09,in,1019,hPa
1640080802,2021-12-21,04:54,30.09,in,1019,hPa
1640082602,2021-12-21,05:25,30.09,in,1019,hPa
1640084402,2021-12-21,05:55,30.09,in,1019,hPa
1640086202,2021-12-21,06:25,30.06,in,1018,hPa
1640088001,2021-12-21,06:55,30.09,in,1019,hPa
1640089801,2021-12-21,07:25,30.09,in,1019,hPa
1640091601,2021-12-21,07:56,30.09,in,1019,hPa
1640093401,2021-12-21,08:26,30.06,in,1018,hPa
1640095202,2021-12-21,08:56,30.06,in,1018,hPa
1640097001,2021-12-21,09:26,30.06,in,1018,hPa
1640098801,2021-12-21,09:57,30.03,in,1017,hPa
1640100601,2021-12-21,10:27,30.03,in,1017,hPa
1640102402,2021-12-21,10:57,30.00,in,1016,hPa
1640104202,2021-12-21,11:28,30.00,in,1016,hPa
1640106001,2021-12-21,11:58,29.97,in,1015,hPa
1640107802,2021-12-21,12:28,29.94,in,1014,hPa
1640109601,2021-12-21,12:59,29.94,in,1014,hPa
1640111402,2021-12-21,13:29,29.91,in,1013,hPa
1640113202,2021-12-21,13:59,29.88,in,1012,hPa
1640115002,2021-12-21,14:20,29.85,in,1011,hPa
1640115030,2021-12-21,14:30,29.85,in,1011,hPa
1640116801,2021-12-21,14:50,29.85,in,1011,hPa
1640116828,2021-12-21,15:00,29.85,in,1011,hPa
1640118602,2021-12-21,15:20,29.85,in,1011,hPa
1640118629,2021-12-21,15:30,29.85,in,1011,hPa
1640120401,2021-12-21,15:51,29.82,in,1010,hPa
1640122202,2021-12-21,16:21,29.82,in,1010,hPa
1640124002,2021-12-21,16:51,29.82,in,1010,hPa
1640125802,2021-12-21,17:21,29.79,in,1009,hPa
1640127602,2021-12-21,17:51,29.82,in,1010,hPa
1640129402,2021-12-21,18:22,29.79,in,1009,hPa
1640131202,2021-12-21,18:52,29.79,in,1009,hPa
1640133001,2021-12-21,19:22,29.76,in,1008,hPa
1640134801,2021-12-21,19:52,29.76,in,1008,hPa
1640136602,2021-12-21,20:22,29.76,in,1008,hPa
1640138402,2021-12-21,20:53,29.76,in,1008,hPa
1640140202,2021-12-21,21:23,29.76,in,1008,hPa
1640142002,2021-12-21,21:54,29.76,in,1008,hPa
1640143802,2021-12-21,22:24,29.76,in,1008,hPa
1640145602,2021-12-21,22:54,29.76,in,1008,hPa
1640147401,2021-12-21,23:24,29.76,in,1008,hPa
1640149201,2021-12-21,23:54,29.76,in,1008,hPa
1640151002,2021-12-22,00:24,29.76,in,1008,hPa
1640152801,2021-12-22,00:55,29.76,in,1008,hPa
1640154602,2021-12-22,01:26,29.76,in,1008,hPa
1640156401,2021-12-22,01:56,29.76,in,1008,hPa
1640158202,2021-12-22,02:26,29.79,in,1009,hPa
1640160001,2021-12-22,02:56,29.79,in,1009,hPa
1640161802,2021-12-22,03:26,29.79,in,1009,hPa
1640163602,2021-12-22,03:57,29.79,in,1009,hPa
1640165402,2021-12-22,04:27,29.82,in,1010,hPa
1640169001,2021-12-22,05:28,29.82,in,1010,hPa
1640170802,2021-12-22,05:58,29.85,in,1011,hPa
1640172602,2021-12-22,06:28,29.88,in,1012,hPa
1640174401,2021-12-22,06:58,29.91,in,1013,hPa
1640176202,2021-12-22,07:29,29.91,in,1013,hPa
1640178002,2021-12-22,07:59,29.94,in,1014,hPa
1640179801,2021-12-22,08:29,29.94,in,1014,hPa
1640181602,2021-12-22,08:59,29.97,in,1015,hPa
1640183402,2021-12-22,09:29,29.97,in,1015,hPa
1640185202,2021-12-22,09:50,29.97,in,1015,hPa
1640185230,2021-12-22,10:00,29.97,in,1015,hPa
1640187002,2021-12-22,10:20,30.00,in,1016,hPa
1640187028,2021-12-22,10:30,30.00,in,1016,hPa
1640188802,2021-12-22,10:50,30.00,in,1016,hPa
1640188830,2021-12-22,11:00,30.00,in,1016,hPa
1640190601,2021-12-22,11:20,30.03,in,1017,hPa
1640190627,2021-12-22,11:30,30.03,in,1017,hPa
1640192401,2021-12-22,11:50,30.03,in,1017,hPa
1640192428,2021-12-22,12:00,30.03,in,1017,hPa
1640194201,2021-12-22,12:20,30.03,in,1017,hPa
1640194228,2021-12-22,12:30,30.03,in,1017,hPa
1640196002,2021-12-22,12:50,30.03,in,1017,hPa
1640196029,2021-12-22,13:00,30.03,in,1017,hPa
1640197802,2021-12-22,13:20,30.03,in,1017,hPa
1640197828,2021-12-22,13:30,30.03,in,1017,hPa
1640199602,2021-12-22,13:51,30.03,in,1017,hPa
1640201402,2021-12-22,14:21,30.03,in,1017,hPa
1640203202,2021-12-22,14:51,30.03,in,1017,hPa
1640205002,2021-12-22,15:21,30.06,in,1018,hPa
1640206802,2021-12-22,15:52,30.06,in,1018,hPa
1640208601,2021-12-22,16:22,30.09,in,1019,hPa
1640210402,2021-12-22,16:52,30.09,in,1019,hPa
1640212202,2021-12-22,17:22,30.09,in,1019,hPa
1640214002,2021-12-22,17:53,30.09,in,1019,hPa
1640215801,2021-12-22,18:23,30.09,in,1019,hPa
1640217602,2021-12-22,18:54,30.09,in,1019,hPa
1640219402,2021-12-22,19:24,30.12,in,1020,hPa
1640221202,2021-12-22,19:54,30.12,in,1020,hPa
1640223002,2021-12-22,20:25,30.12,in,1020,hPa
1640224802,2021-12-22,20:55,30.12,in,1020,hPa
1640226602,2021-12-22,21:25,30.12,in,1020,hPa
1640228401,2021-12-22,21:56,30.12,in,1020,hPa
1640230202,2021-12-22,22:26,30.12,in,1020,hPa
1640232002,2021-12-22,22:56,30.12,in,1020,hPa
1640233802,2021-12-22,23:26,30.12,in,1020,hPa
1640235602,2021-12-22,23:57,30.12,in,1020,hPa
1640237402,2021-12-23,00:27,30.12,in,1020,hPa
1640239202,2021-12-23,00:57,30.12,in,1020,hPa
1640241001,2021-12-23,01:27,30.12,in,1020,hPa
1640242802,2021-12-23,01:58,30.12,in,1020,hPa
1640244602,2021-12-23,02:28,30.15,in,1021,hPa
1640246401,2021-12-23,02:58,30.15,in,1021,hPa
1640248201,2021-12-23,03:28,30.15,in,1021,hPa
1640250002,2021-12-23,03:58,30.17,in,1022,hPa
1640251802,2021-12-23,04:28,30.15,in,1021,hPa
1640255401,2021-12-23,05:29,30.15,in,1021,hPa
1640257201,2021-12-23,05:59,30.15,in,1021,hPa
1640259001,2021-12-23,06:29,30.15,in,1021,hPa
1640260802,2021-12-23,06:59,30.15,in,1021,hPa
1640262602,2021-12-23,07:29,30.15,in,1021,hPa
1640264402,2021-12-23,07:59,30.12,in,1020,hPa
1640266201,2021-12-23,08:20,30.12,in,1020,hPa
1640266227,2021-12-23,08:30,30.12,in,1020,hPa
1640268001,2021-12-23,08:50,30.12,in,1020,hPa
1640268028,2021-12-23,09:00,30.12,in,1020,hPa
1640052028,2021-12-20,20:51,30.17,in,1022,hPa
1640269801,2021-12-23,09:20,30.12,in,1020,hPa
1640269828,2021-12-23,09:30,30.12,in,1020,hPa
1640271601,2021-12-23,09:50,30.09,in,1019,hPa
1640271629,2021-12-23,10:00,30.12,in,1020,hPa
1640273402,2021-12-23,10:20,30.12,in,1020,hPa
1640273428,2021-12-23,10:30,30.12,in,1020,hPa
1640275202,2021-12-23,10:51,30.12,in,1020,hPa
1640277001,2021-12-23,11:21,30.09,in,1019,hPa
1640278802,2021-12-23,11:51,30.06,in,1018,hPa
1640280601,2021-12-23,12:22,30.03,in,1017,hPa
1640282402,2021-12-23,12:52,30.03,in,1017,hPa
1640284201,2021-12-23,13:22,30.00,in,1016,hPa
1640286002,2021-12-23,13:52,29.97,in,1015,hPa
1640287802,2021-12-23,14:22,29.97,in,1015,hPa
1640289602,2021-12-23,14:52,29.94,in,1014,hPa
1640291402,2021-12-23,15:22,29.94,in,1014,hPa
1640293202,2021-12-23,15:52,29.94,in,1014,hPa
1640295001,2021-12-23,16:23,29.91,in,1013,hPa
1640296802,2021-12-23,16:53,29.91,in,1013,hPa
1640298602,2021-12-23,17:24,29.88,in,1012,hPa
1640300402,2021-12-23,17:54,29.88,in,1012,hPa
1640302202,2021-12-23,18:24,29.85,in,1011,hPa
1640304002,2021-12-23,18:54,29.85,in,1011,hPa
1640305801,2021-12-23,19:25,29.85,in,1011,hPa
1640307602,2021-12-23,19:55,29.85,in,1011,hPa
1640309402,2021-12-23,20:25,29.85,in,1011,hPa
1640311202,2021-12-23,20:55,29.85,in,1011,hPa
1640313001,2021-12-23,21:25,29.85,in,1011,hPa
1640314802,2021-12-23,21:55,29.85,in,1011,hPa
1640316602,2021-12-23,22:25,29.85,in,1011,hPa
1640318402,2021-12-23,22:55,29.85,in,1011,hPa
1640320201,2021-12-23,23:26,29.88,in,1012,hPa
1640322002,2021-12-23,23:56,29.88,in,1012,hPa
1640323801,2021-12-24,00:26,29.88,in,1012,hPa
1640325601,2021-12-24,00:56,29.88,in,1012,hPa
1640327401,2021-12-24,01:26,29.88,in,1012,hPa
1640329204,2021-12-24,01:57,29.88,in,1012,hPa
1640331001,2021-12-24,02:27,29.91,in,1013,hPa
1640332802,2021-12-24,02:57,29.91,in,1013,hPa
1640334601,2021-12-24,03:27,29.91,in,1013,hPa
1640336402,2021-12-24,03:57,29.91,in,1013,hPa
1640338202,2021-12-24,04:28,29.91,in,1013,hPa
1640341802,2021-12-24,05:29,29.91,in,1013,hPa
1640343602,2021-12-24,05:59,29.91,in,1013,hPa
1640345402,2021-12-24,06:29,29.91,in,1013,hPa
1640347202,2021-12-24,06:59,29.91,in,1013,hPa
1640349002,2021-12-24,07:20,29.91,in,1013,hPa
1640349028,2021-12-24,07:30,29.91,in,1013,hPa
1640350802,2021-12-24,07:50,29.91,in,1013,hPa
1640350830,2021-12-24,08:00,29.91,in,1013,hPa
1640352602,2021-12-24,08:20,29.91,in,1013,hPa
1640352628,2021-12-24,08:30,29.91,in,1013,hPa
1640354402,2021-12-24,08:50,29.91,in,1013,hPa
1640354428,2021-12-24,09:00,29.88,in,1012,hPa
